Operation_ID,Customer_ID,Order_Date,Delivery_Date,Delivery_Status,Order_Status,Inventory_Used
146,1145,12/12/2022,12/2/2022,Delivered,Completed,26
147,1146,3/3/2023,12/12/2021,Delivered,Completed,25
148,1147,6/22/2023,11/20/2021,Delivered,Completed,28
149,1148,3/18/2022,7/29/2023,Pending,Completed,18
150,1149,8/31/2020,10/25/2022,Delivered,Completed,31
151,1150,11/13/2023,9/30/2020,Pending,Completed,33
152,1151,11/19/2021,5/24/2021,Pending,Completed,26
153,1152,7/30/2020,12/10/2020,Delivered,Completed,34
154,1153,9/8/2023,4/11/2021,Delivered,Processing,41
155,1154,8/31/2023,11/8/2022,Pending,Completed,30
156,1155,6/4/2022,11/25/2021,Delivered,Completed,26
157,1156,1/30/2020,9/11/2020,Delivered,Completed,38
158,1157,2/5/2020,3/30/2022,Delivered,Completed,25
159,1158,2/13/2023,4/23/2020,Delivered,Completed,29
160,1159,1/25/2020,8/18/2020,Delivered,Completed,31
161,1160,6/5/2021,3/28/2023,Delivered,Completed,39
162,1161,8/4/2021,1/10/2020,Delivered,Completed,45
163,1162,2/21/2021,5/19/2021,Delivered,Completed,38
164,1163,1/14/2022,5/2/2021,Pending,Completed,25
165,1164,1/2/2023,10/5/2020,Delivered,Completed,28
166,1165,4/12/2021,12/10/2023,Delivered,Completed,28
167,1166,12/4/2021,8/31/2022,Delivered,Completed,29
168,1167,8/5/2020,7/5/2020,Delivered,Completed,38
169,1168,1/4/2020,6/30/2022,Delivered,Completed,30
170,1169,4/6/2020,2/27/2022,Delivered,Completed,26
171,1170,5/3/2022,5/29/2022,Delivered,Completed,31
172,1171,10/2/2023,2/18/2022,Cancelled,Completed,26
173,1172,8/22/2022,7/25/2021,Delivered,Completed,35
174,1173,3/9/2020,6/26/2020,Delivered,Completed,30
175,1174,7/3/2022,5/27/2022,Delivered,Completed,27
176,1175,7/8/2023,3/5/2021,Delivered,Completed,35
177,1176,6/3/2022,9/7/2021,Delivered,Completed,29
178,1177,2/20/2020,10/11/2020,Delivered,Completed,38
179,1178,5/19/2021,2/23/2021,Delivered,Completed,34
180,1179,11/5/2023,3/5/2020,Delivered,Completed,24
181,1180,6/27/2021,7/9/2023,Pending,Completed,25
182,1181,1/20/2022,5/15/2023,Delivered,Completed,39
183,1182,3/30/2021,7/9/2022,Returned,Completed,38
184,1183,2/9/2020,12/5/2022,Delivered,Completed,42
185,1184,3/5/2020,9/6/2020,Delivered,Completed,36
186,1185,9/3/2023,8/24/2020,Delivered,Completed,26
187,1186,12/1/2023,3/30/2023,Delivered,Completed,24
188,1187,7/27/2022,6/16/2021,Delivered,Completed,30
189,1188,7/27/2023,1/2/2022,Pending,Completed,25
190,1189,1/22/2021,6/16/2021,Delivered,Completed,22
191,1190,7/29/2021,12/26/2023,Pending,Completed,30
192,1191,6/28/2020,7/9/2021,Delivered,Completed,37
193,1192,1/6/2022,11/14/2022,Delivered,Completed,23
194,1193,11/13/2020,1/12/2023,Delivered,Completed,29
195,1194,9/9/2022,3/25/2020,Returned,Completed,22
196,1195,7/19/2021,1/12/2023,Delivered,Completed,32
197,1196,9/21/2023,10/27/2023,Delivered,Completed,42
198,1197,11/11/2020,9/11/2022,Delivered,Completed,33
199,1198,6/23/2020,4/16/2021,Delivered,Completed,26
200,1199,10/16/2020,3/3/2022,Cancelled,Completed,25
201,1200,1/5/2023,5/15/2020,Pending,Completed,41
202,1201,9/5/2020,1/6/2021,Delivered,Completed,24
203,1202,5/18/2021,7/16/2023,Delivered,Completed,29
204,1203,2/15/2021,5/11/2022,Delivered,Completed,18
205,1204,5/1/2020,7/27/2020,Pending,Completed,29
206,1205,6/1/2023,12/31/2020,Delivered,Completed,28
207,1206,8/29/2021,4/7/2022,Delivered,Failed,40
208,1207,5/8/2021,1/30/2021,Delivered,Completed,31
209,1208,12/12/2022,3/22/2023,Delivered,Completed,30
210,1209,4/22/2020,12/18/2022,Delivered,Completed,30
211,1210,9/2/2020,1/28/2021,Delivered,Completed,29
212,1211,1/28/2023,2/8/2021,Delivered,Completed,40
213,1212,4/22/2020,2/4/2022,Delivered,Completed,34
214,1213,1/11/2023,4/30/2020,Pending,Completed,29
215,1214,10/3/2022,6/17/2021,Pending,Processing,30
216,1215,12/18/2023,5/18/2023,Pending,Processing,33
217,1216,12/21/2021,3/28/2021,Delivered,Processing,28
218,1217,1/21/2021,3/3/2022,Delivered,Completed,30
219,1218,7/18/2022,8/26/2022,Delivered,Completed,36
220,1219,8/31/2021,7/1/2022,Delivered,Completed,25
221,1220,8/6/2020,8/7/2022,Pending,Completed,27
222,1221,12/22/2020,5/26/2022,Delivered,Completed,24
223,1222,5/5/2022,3/8/2021,Delivered,Completed,42
224,1223,2/6/2020,5/29/2023,Delivered,Completed,34
225,1224,2/20/2020,1/6/2023,Delivered,Completed,29
226,1225,11/26/2020,11/13/2021,Pending,Completed,29
227,1226,5/17/2022,8/25/2022,Returned,Completed,38
228,1227,7/19/2023,9/27/2020,Delivered,Completed,21
229,1228,6/18/2022,6/13/2022,Delivered,Completed,37
230,1229,6/29/2021,11/4/2020,Delivered,Completed,36
231,1230,12/2/2021,4/17/2022,Pending,Completed,32
232,1231,11/1/2023,4/6/2020,Delivered,Completed,25
233,1232,11/16/2022,2/6/2022,Delivered,Completed,23
234,1233,3/1/2022,5/17/2022,Delivered,Completed,30
235,1234,5/30/2020,5/21/2020,Delivered,Completed,34
236,1235,12/5/2022,7/12/2021,Delivered,Completed,28
237,1236,3/12/2023,8/28/2020,Delivered,Completed,18
238,1237,7/25/2023,2/13/2023,Delivered,Completed,29
239,1238,9/13/2023,6/14/2023,Pending,Completed,37
240,1239,6/11/2021,11/2/2020,Delivered,Completed,24
241,1240,9/24/2020,3/29/2021,Returned,Completed,34
242,1241,3/1/2020,9/10/2021,Delivered,Failed,37
243,1242,2/23/2022,5/13/2020,Delivered,Completed,33
244,1243,11/4/2020,7/15/2023,Delivered,Completed,30
245,1244,8/25/2021,5/15/2020,Delivered,Completed,30
246,1245,1/2/2023,6/29/2020,Delivered,Completed,33
247,1246,12/31/2022,4/4/2023,Delivered,Completed,46
248,1247,7/24/2022,7/22/2023,Pending,Processing,30
249,1248,10/25/2022,4/16/2022,Delivered,Completed,35
250,1249,9/22/2020,12/29/2023,Returned,Completed,25
251,1250,9/29/2023,12/2/2020,Delivered,Processing,39
252,1251,3/4/2020,3/6/2023,Delivered,Completed,30
253,1252,11/25/2020,11/13/2023,Delivered,Completed,33
254,1253,2/23/2023,12/27/2023,Delivered,Completed,29
255,1254,10/20/2020,4/9/2023,Delivered,Completed,25
256,1255,12/15/2021,12/7/2020,Pending,Completed,29
257,1256,2/3/2021,12/22/2022,Delivered,Completed,29
258,1257,5/29/2022,10/4/2023,Delivered,Completed,34
259,1258,12/13/2021,9/28/2021,Delivered,Completed,23
260,1259,10/13/2021,11/9/2020,Returned,Completed,30
261,1260,11/1/2020,11/13/2021,Pending,Completed,37
262,1261,11/13/2020,4/10/2020,Delivered,Completed,27
263,1262,2/14/2020,12/2/2022,Delivered,Completed,27
264,1263,10/4/2021,9/18/2022,Delivered,Completed,29
265,1264,1/22/2021,5/6/2022,Pending,Processing,24
266,1265,1/7/2023,4/22/2021,Delivered,Completed,31
267,1266,8/10/2021,5/20/2023,Delivered,Completed,39
268,1267,12/8/2022,7/6/2022,Delivered,Completed,27
269,1268,5/7/2020,8/12/2023,Delivered,Completed,36
270,1269,4/23/2021,7/12/2020,Delivered,Completed,25
271,1270,1/17/2020,6/8/2023,Delivered,Completed,36
272,1271,12/22/2020,12/7/2023,Delivered,Completed,33
273,1272,12/23/2021,8/22/2020,Delivered,Completed,29
274,1273,7/28/2020,3/8/2020,Cancelled,Completed,24
275,1274,12/5/2021,5/5/2021,Cancelled,Completed,28
276,1275,8/12/2022,3/28/2021,Pending,Completed,29
277,1276,8/24/2020,10/22/2022,Delivered,Completed,37
278,1277,3/12/2022,3/19/2023,Delivered,Completed,27
279,1278,5/8/2020,11/28/2020,Delivered,Completed,38
280,1279,5/18/2023,1/8/2023,Delivered,Completed,27
281,1280,11/25/2021,1/26/2020,Delivered,Completed,22
282,1281,9/1/2021,10/18/2022,Delivered,Completed,23
283,1282,4/19/2022,5/26/2023,Delivered,Completed,31
284,1283,7/25/2022,11/9/2022,Delivered,Completed,18
285,1284,11/6/2020,7/24/2021,Delivered,Completed,33
286,1285,1/23/2021,9/12/2020,Delivered,Processing,30
287,1286,5/8/2023,7/3/2023,Delivered,Completed,23
288,1287,1/31/2020,8/14/2022,Delivered,Completed,31
289,1288,9/6/2023,6/12/2020,Pending,Completed,38
290,1289,8/14/2021,2/18/2020,Pending,Completed,24
291,1290,9/14/2021,11/13/2020,Delivered,Completed,27
292,1291,8/5/2020,8/20/2023,Delivered,Completed,33
293,1292,1/24/2023,8/17/2021,Delivered,Completed,24
294,1293,1/21/2022,11/15/2023,Pending,Completed,28
295,1294,11/8/2023,11/13/2021,Delivered,Completed,30
296,1295,3/17/2020,5/24/2020,Delivered,Failed,42
297,1296,6/28/2022,3/31/2023,Delivered,Completed,22
298,1297,5/23/2020,4/2/2023,Delivered,Completed,27
299,1298,6/7/2020,8/12/2020,Delivered,Failed,23
300,1299,2/28/2021,9/5/2022,Delivered,Completed,48
301,1300,10/26/2022,4/17/2021,Delivered,Completed,17
302,1301,2/13/2021,5/5/2023,Delivered,Completed,30
303,1302,8/31/2023,5/9/2021,Pending,Completed,27
304,1303,10/4/2023,5/20/2020,Delivered,Processing,28
305,1304,12/7/2021,5/2/2022,Pending,Completed,30
306,1305,5/16/2020,3/27/2023,Delivered,Completed,31
307,1306,6/16/2021,7/28/2022,Delivered,Completed,32
308,1307,6/12/2022,12/6/2023,Delivered,Completed,26
309,1308,5/20/2021,6/21/2021,Returned,Completed,23
310,1309,1/9/2022,9/6/2023,Returned,Completed,29
311,1310,8/18/2021,5/2/2022,Delivered,Completed,23
312,1311,8/2/2022,12/28/2023,Delivered,Completed,23
313,1312,3/29/2022,12/15/2020,Delivered,Completed,26
314,1313,1/22/2022,8/3/2022,Delivered,Completed,30
315,1314,1/2/2023,3/14/2023,Delivered,Completed,31
316,1315,7/21/2021,2/3/2023,Delivered,Completed,21
317,1316,1/4/2023,1/18/2023,Delivered,Completed,35
318,1317,11/23/2023,7/5/2022,Delivered,Processing,27
319,1318,2/9/2023,8/4/2022,Delivered,Completed,35
320,1319,10/23/2021,10/4/2023,Delivered,Completed,40
321,1320,9/4/2021,6/9/2023,Delivered,Completed,31
322,1321,12/20/2023,3/14/2020,Delivered,Completed,35
323,1322,7/27/2022,3/18/2023,Delivered,Completed,24
324,1323,4/17/2022,6/30/2020,Delivered,Completed,30
325,1324,12/30/2020,12/15/2023,Delivered,Completed,31
326,1325,1/4/2020,10/28/2022,Delivered,Completed,25
327,1326,5/21/2022,12/11/2020,Cancelled,Completed,20
328,1327,3/7/2023,8/20/2021,Pending,Completed,34
329,1328,4/18/2021,10/20/2023,Delivered,Completed,22
330,1329,12/18/2023,3/29/2023,Pending,Completed,39
331,1330,8/18/2023,7/6/2023,Delivered,Completed,34
332,1331,8/4/2021,3/11/2020,Delivered,Completed,38
333,1332,11/11/2022,3/1/2022,Delivered,Completed,25
334,1333,3/10/2022,7/16/2022,Delivered,Completed,30
335,1334,9/19/2022,3/9/2022,Delivered,Completed,32
336,1335,3/10/2021,12/24/2023,Returned,Completed,24
337,1336,7/22/2022,11/18/2021,Delivered,Completed,27
338,1337,2/4/2020,2/26/2021,Delivered,Completed,24
339,1338,10/23/2023,5/1/2021,Delivered,Completed,27
340,1339,1/13/2021,4/1/2022,Delivered,Completed,33
341,1340,8/10/2020,4/3/2021,Delivered,Completed,35
342,1341,12/18/2023,5/12/2021,Delivered,Processing,30
343,1342,5/7/2023,2/16/2020,Delivered,Completed,30
344,1343,9/4/2022,7/7/2020,Delivered,Completed,36
345,1344,3/13/2022,3/15/2023,Delivered,Completed,29
346,1345,9/4/2020,8/30/2023,Pending,Completed,30
347,1346,9/6/2022,6/19/2023,Delivered,Completed,41
348,1347,6/15/2021,5/24/2022,Pending,Processing,30
349,1348,2/14/2021,1/8/2022,Delivered,Completed,36
350,1349,10/10/2020,6/18/2022,Delivered,Completed,29
351,1350,5/12/2022,1/3/2021,Delivered,Completed,27
352,1351,9/13/2021,9/8/2021,Delivered,Completed,40
353,1352,6/20/2020,5/9/2022,Delivered,Completed,21
354,1353,9/11/2022,8/9/2022,Delivered,Processing,26
355,1354,11/23/2020,7/26/2021,Delivered,Completed,34
356,1355,10/8/2023,9/15/2023,Delivered,Completed,38
357,1356,1/14/2021,2/15/2022,Delivered,Completed,28
358,1357,1/7/2022,12/21/2022,Delivered,Completed,18
359,1358,1/12/2022,11/15/2022,Delivered,Completed,34
360,1359,9/2/2020,1/17/2022,Delivered,Completed,31
361,1360,8/22/2021,3/11/2020,Delivered,Completed,34
362,1361,12/16/2021,7/22/2020,Delivered,Completed,30
363,1362,2/7/2023,6/7/2022,Cancelled,Completed,26
364,1363,11/7/2022,12/30/2020,Delivered,Completed,29
365,1364,11/3/2021,8/29/2023,Delivered,Completed,22
366,1365,2/15/2020,5/4/2022,Delivered,Processing,32
367,1366,9/11/2020,5/17/2020,Delivered,Completed,15
368,1367,1/16/2023,10/19/2023,Delivered,Completed,33
369,1368,1/6/2021,7/20/2021,Delivered,Completed,29
370,1369,4/13/2023,11/15/2022,Delivered,Completed,38
371,1370,4/13/2023,8/19/2020,Delivered,Completed,25
372,1371,3/13/2023,10/3/2021,Delivered,Completed,25
373,1372,2/1/2020,10/3/2020,Delivered,Completed,23
374,1373,6/6/2023,12/18/2023,Delivered,Completed,28
375,1374,7/9/2020,9/3/2020,Pending,Completed,35
376,1375,1/21/2020,5/25/2021,Delivered,Failed,32
377,1376,8/11/2020,11/29/2022,Delivered,Completed,33
378,1377,4/24/2020,4/13/2020,Delivered,Completed,29
379,1378,12/15/2020,12/24/2020,Pending,Completed,25
380,1379,2/14/2022,12/28/2020,Returned,Completed,28
381,1380,5/17/2021,11/17/2021,Delivered,Completed,23
382,1381,4/8/2023,8/25/2023,Returned,Processing,36
383,1382,10/25/2023,5/24/2020,Delivered,Completed,31
384,1383,3/21/2020,9/19/2022,Delivered,Completed,32
385,1384,1/27/2020,12/31/2021,Delivered,Completed,40
386,1385,9/28/2023,4/10/2020,Delivered,Completed,29
387,1386,7/28/2020,6/11/2023,Delivered,Completed,41
388,1387,5/17/2023,7/18/2021,Delivered,Completed,25
389,1388,4/8/2023,1/1/2021,Delivered,Completed,22
390,1389,3/2/2020,10/1/2020,Delivered,Processing,23
391,1390,7/6/2022,6/16/2020,Delivered,Completed,26
392,1391,4/22/2021,11/15/2021,Delivered,Completed,32
393,1392,3/8/2023,1/7/2020,Delivered,Completed,28
394,1393,7/11/2021,11/22/2021,Delivered,Completed,34
395,1394,2/22/2023,10/14/2022,Delivered,Completed,26
396,1395,2/14/2023,6/2/2021,Pending,Completed,25
397,1396,5/21/2021,7/3/2021,Delivered,Completed,26
398,1397,9/17/2021,11/17/2021,Pending,Completed,29
399,1398,1/1/2020,11/3/2021,Pending,Completed,29
400,1399,3/11/2021,2/3/2020,Delivered,Completed,24
401,1400,5/15/2023,10/31/2023,Delivered,Completed,24
402,1401,3/15/2020,4/21/2020,Pending,Completed,29
403,1402,5/17/2022,6/24/2023,Delivered,Processing,32
404,1403,10/18/2023,1/22/2023,Delivered,Completed,27
405,1404,1/2/2020,2/12/2022,Delivered,Completed,29
406,1405,7/15/2022,7/20/2020,Delivered,Completed,22
407,1406,9/6/2023,5/8/2023,Pending,Completed,35
408,1407,8/30/2022,5/11/2020,Delivered,Completed,34
409,1408,5/14/2020,1/26/2023,Delivered,Completed,28
410,1409,12/27/2022,2/5/2023,Delivered,Completed,24
411,1410,8/3/2022,3/19/2020,Delivered,Completed,35
412,1411,12/26/2020,10/9/2020,Delivered,Completed,28
413,1412,5/3/2023,10/4/2021,Delivered,Completed,37
414,1413,9/22/2022,7/19/2021,Delivered,Completed,40
415,1414,4/7/2020,2/17/2020,Delivered,Failed,32
416,1415,1/23/2021,11/14/2021,Delivered,Completed,23
417,1416,6/16/2021,7/28/2022,Delivered,Completed,35
418,1417,10/5/2021,7/28/2022,Delivered,Completed,33
419,1418,4/22/2020,9/17/2022,Delivered,Completed,23
420,1419,10/16/2023,9/29/2023,Delivered,Completed,28
421,1420,2/1/2022,6/25/2023,Delivered,Completed,27
422,1421,1/21/2023,1/1/2020,Delivered,Completed,38
423,1422,7/13/2023,10/27/2021,Delivered,Completed,33
424,1423,10/28/2022,10/25/2021,Delivered,Completed,28
425,1424,12/12/2020,10/1/2021,Delivered,Processing,33
426,1425,9/24/2023,6/5/2023,Delivered,Processing,32
427,1426,3/29/2020,3/28/2022,Delivered,Completed,26
428,1427,12/17/2020,3/6/2020,Delivered,Completed,32
429,1428,5/27/2021,8/12/2020,Delivered,Completed,28
430,1429,5/31/2021,10/11/2021,Delivered,Completed,28
431,1430,3/29/2022,10/6/2021,Delivered,Completed,35
432,1431,10/4/2023,4/6/2023,Delivered,Completed,28
433,1432,4/22/2023,11/8/2022,Delivered,Completed,27
434,1433,8/5/2021,3/31/2023,Pending,Completed,20
435,1434,7/10/2023,9/11/2023,Delivered,Completed,25
436,1435,2/28/2021,11/17/2020,Delivered,Completed,29
437,1436,6/10/2023,10/11/2022,Delivered,Completed,37
438,1437,7/16/2023,3/10/2020,Delivered,Completed,26
439,1438,8/22/2022,12/29/2021,Delivered,Completed,32
440,1439,8/17/2021,2/14/2023,Delivered,Completed,39
441,1440,1/4/2021,2/14/2023,Delivered,Completed,27
442,1441,10/31/2020,9/26/2022,Delivered,Completed,21
443,1442,10/26/2021,6/21/2021,Pending,Completed,41
444,1443,10/1/2022,5/12/2021,Delivered,Completed,28
445,1444,10/4/2022,4/13/2021,Delivered,Completed,25
446,1445,4/30/2023,1/31/2021,Delivered,Completed,28
447,1446,11/11/2022,1/15/2022,Delivered,Completed,40
448,1447,3/29/2021,11/9/2023,Delivered,Completed,35
449,1448,1/20/2020,4/30/2022,Delivered,Processing,38
450,1449,9/25/2021,10/13/2021,Delivered,Completed,29
451,1450,8/11/2023,10/23/2023,Delivered,Processing,35
452,1451,9/25/2020,1/21/2022,Delivered,Completed,40
453,1452,8/1/2020,3/22/2023,Delivered,Processing,43
454,1453,7/16/2021,8/18/2021,Delivered,Completed,30
455,1454,10/19/2021,8/14/2023,Delivered,Completed,27
456,1455,2/23/2021,11/16/2022,Pending,Completed,28
457,1456,11/6/2022,1/8/2023,Delivered,Completed,36
458,1457,11/24/2020,7/25/2021,Delivered,Processing,34
459,1458,2/7/2021,9/21/2022,Pending,Completed,24
460,1459,5/6/2021,12/10/2021,Delivered,Completed,40
461,1460,12/11/2020,11/10/2021,Delivered,Processing,34
462,1461,7/4/2020,1/22/2022,Delivered,Completed,23
463,1462,3/18/2021,6/12/2021,Delivered,Completed,26
464,1463,3/15/2020,7/17/2020,Delivered,Completed,32
465,1464,5/20/2020,5/11/2021,Delivered,Completed,27
