Transaction_ID,Customer_ID,Product_ID,Date,Revenue,Discount,Profit
122,1121,616,1/31/2023,220.48,0.21,50.59
123,1122,127,3/22/2021,73.9,0.23,19.74
124,1123,496,12/29/2022,298.17,0.42,89.1
125,1124,148,8/2/2022,71.68,0.31,27.3
126,1125,22,8/10/2021,214.68,0.26,62.06
127,1126,125,8/17/2021,265.61,0.37,94.85
128,1127,989,10/2/2023,250.64,0.36,53.52
129,1128,357,12/4/2023,519.76,0.6,108.69
130,1129,600,8/29/2023,568.78,0.66,115.6
131,1130,458,2/2/2021,208.73,0.18,87.48
132,1131,941,2/13/2020,451.44,0.05,247.65
133,1132,900,12/17/2022,458.97,0.13,81.91
134,1133,748,7/23/2020,236.86,0.31,44.2
135,1134,58,11/11/2022,239.55,0.51,62.64
136,1135,479,2/6/2021,250.93,0.16,117.48
137,1136,93,4/14/2022,325.25,0.05,132.16
138,1137,281,5/4/2021,339.8,0.25,135.71
139,1138,2,11/25/2020,566.65,0.06,262.88
140,1139,465,11/15/2023,354.31,0.5,41.96
141,1140,369,3/10/2023,99.71,0.46,18.86
142,1141,593,9/22/2023,158.97,0.14,42.99
143,1142,525,2/22/2021,178.33,0.34,70.46
144,1143,724,7/21/2023,57.88,0.15,27.15
145,1144,551,6/30/2023,99.31,0.44,21.45
146,1145,566,11/2/2023,147.07,0.22,54.97
147,1146,84,7/5/2022,173.63,0.85,7.46
148,1147,645,12/16/2023,401.46,0.24,98.35
149,1148,996,1/18/2020,247.77,0.05,89.82
150,1149,107,1/4/2021,52.46,0.36,18.17
151,1150,414,2/27/2022,82.01,0.51,11.27
152,1151,316,2/21/2022,232.82,0.41,69.5
153,1152,787,5/11/2021,280.52,0.27,108.75
154,1153,58,11/10/2022,228.17,0.45,56.06
155,1154,121,12/7/2020,121.61,0.09,25.62
156,1155,56,1/10/2020,110.25,0.21,43.52
157,1156,558,8/24/2022,116.1,0.38,17.96
158,1157,185,9/7/2020,192,0.41,64.16
159,1158,319,12/14/2021,249.69,0.2,72.11
160,1159,829,9/24/2021,354.01,0.1,126.3
161,1160,241,2/19/2023,168.25,0.18,71.37
162,1161,795,6/12/2020,111.33,0.22,30.98
163,1162,20,2/2/2023,78.39,0.42,13.26
164,1163,29,10/29/2021,242.92,0.42,76.98
165,1164,708,8/28/2020,70.27,0.28,27.47
166,1165,491,3/31/2021,146.85,0.04,58.41
167,1166,955,4/2/2021,163.79,0.07,40.35
168,1167,991,8/3/2020,282.47,0.26,55.33
169,1168,573,6/8/2020,454.81,0.34,133.18
170,1169,842,8/20/2022,197.03,0.26,55.72
171,1170,85,11/9/2022,240.38,0.64,20.83
172,1171,34,4/29/2022,312.7,0.27,102.22
173,1172,158,4/25/2020,148.42,0.34,32.97
174,1173,725,11/29/2021,453.56,0.26,92.63
175,1174,742,6/15/2022,473.61,0.31,80.47
176,1175,183,7/8/2022,277.86,0.36,86.64
177,1176,216,4/11/2022,333.19,0.15,111.33
178,1177,507,7/15/2022,324.87,0.29,136.28
179,1178,170,10/7/2022,90.31,0.32,36.61
180,1179,575,5/26/2020,86.23,0.29,34.74
181,1180,483,4/29/2023,354.44,0.14,110.49
182,1181,12,10/6/2020,243.48,0.6,24.54
183,1182,14,12/13/2023,184.17,0.09,94.99
184,1183,378,9/23/2023,421.05,0.09,171.5
185,1184,170,2/18/2023,371.87,0.47,69.64
186,1185,647,2/5/2023,229.08,0.04,57.12
187,1186,160,5/27/2023,196.24,0.04,52.9
188,1187,283,10/3/2020,104.16,0.24,23.05
189,1188,636,3/9/2020,177.75,0.26,57.08
190,1189,660,4/11/2021,146.82,0.26,49.47
191,1190,511,4/30/2020,99.38,0.62,12.78
192,1191,485,11/15/2020,251.99,0.55,61.18
193,1192,872,12/22/2022,75.69,0.12,28.51
194,1193,90,6/28/2022,54.59,0.06,21.48
195,1194,953,10/16/2021,56.17,0.16,12.19
196,1195,677,6/15/2022,346.67,0.11,96.73
197,1196,414,7/6/2021,80.96,0.13,26.41
198,1197,817,3/9/2020,107.34,0.19,41.65
199,1198,31,1/2/2022,85.15,0.64,7.44
200,1199,674,10/28/2022,167.84,0.7,24.66
201,1200,765,7/2/2023,86.17,0.26,22.49
202,1201,213,1/15/2021,142.39,0.28,27.14
203,1202,988,5/2/2021,225.22,0.06,111.41
204,1203,459,10/23/2023,134.4,0.08,40.58
205,1204,159,1/27/2020,239.05,0.22,104.84
206,1205,819,3/4/2021,65.79,0.31,23.57
207,1206,266,5/5/2022,122.1,0.31,21.14
208,1207,489,1/27/2020,87.21,0.41,28.82
209,1208,500,2/13/2022,212.43,0.43,30.23
210,1209,541,6/15/2022,460.99,0.33,133.29
211,1210,283,9/28/2022,400.04,0.36,125.62
212,1211,163,12/21/2022,159.56,0.29,32.94
213,1212,803,9/14/2022,513.93,0.43,60.93
214,1213,248,8/14/2020,93.8,0.27,26.43
215,1214,450,5/2/2023,336.41,0.53,82.69
216,1215,937,8/10/2023,75.92,0.32,18.1
217,1216,733,12/13/2020,129,0.57,20.4
218,1217,237,6/29/2021,383.96,0.5,48.97
219,1218,870,5/7/2023,522.82,0.33,96.31
220,1219,90,8/24/2022,139.38,0.23,26.44
221,1220,361,9/18/2023,83.67,0.53,14.99
222,1221,275,12/24/2020,359.6,0.42,84.47
223,1222,159,2/13/2022,148.75,0.53,20.01
224,1223,493,10/24/2021,292.28,0.15,146.43
225,1224,769,11/30/2021,128.32,0.24,20.79
226,1225,982,8/11/2022,543.49,0.39,198.04
227,1226,984,5/11/2020,396.11,0.37,51.84
228,1227,671,1/22/2021,431.52,0.2,85.32
229,1228,392,4/9/2022,114.73,0.09,59.65
230,1229,801,7/31/2021,125.04,0.24,47.77
231,1230,624,3/26/2023,63.72,0.15,29.82
232,1231,688,4/28/2022,173.6,0.4,57.98
233,1232,48,9/3/2022,57.53,0.42,13.62
234,1233,630,6/13/2021,55.18,0.52,5.83
235,1234,644,11/30/2023,645.89,0.11,257.07
236,1235,818,1/14/2022,192.99,0.23,41.35
237,1236,501,7/13/2020,239.97,0.16,69.87
238,1237,987,11/23/2023,237.47,0.21,67.98
239,1238,257,9/25/2021,248.11,0.08,113.1
240,1239,998,10/9/2021,118.04,0.25,35.54
241,1240,414,4/13/2021,300.17,0.23,54.14
242,1241,100,7/15/2022,362.34,0.28,56.8
243,1242,822,12/30/2021,775.01,0.25,323.47
244,1243,655,12/29/2020,179.77,0.77,24.76
245,1244,635,12/28/2021,129.1,0.26,50.88
246,1245,245,6/27/2022,661.9,0.03,144.15
247,1246,490,9/7/2021,57.77,0.29,23.54
248,1247,937,8/31/2021,494.73,0.51,90.57
249,1248,109,10/20/2023,299.79,0.07,101.73
250,1249,998,11/27/2022,109.9,0.45,35.51
251,1250,267,12/25/2022,72.88,0.35,26.98
252,1251,512,10/26/2020,67.63,0.08,15.41
253,1252,449,10/23/2021,116.51,0.46,30.82
254,1253,162,10/12/2020,593.63,0.21,185.53
255,1254,533,5/8/2022,65.86,0.38,11.75
256,1255,404,9/2/2023,111.55,0.49,21.26
257,1256,586,5/21/2023,152.41,0.22,25.2
258,1257,140,3/20/2023,96.37,0.08,48.64
259,1258,954,4/9/2020,156.13,0.26,29.05
260,1259,267,12/19/2023,399.54,0.1,111.63
261,1260,214,8/18/2020,73.61,0.34,12.05
262,1261,549,12/2/2022,56.38,0.24,18.57
263,1262,792,1/18/2022,111.99,0.39,20.44
264,1263,798,8/1/2020,114.91,0.25,50.04
265,1264,306,7/29/2020,161.63,0.07,57.08
266,1265,450,8/17/2020,57.89,0.04,15.73
267,1266,866,10/6/2021,138.63,0.35,31.98
268,1267,264,6/5/2022,175.77,0.06,36.97
269,1268,157,9/2/2022,412.79,0.12,81.31
270,1269,267,5/26/2021,163.21,0.41,27.46
271,1270,249,4/20/2021,393.41,0.11,78.57
272,1271,963,1/17/2023,100.6,0.13,35.41
273,1272,97,12/6/2021,76.22,0.54,10.15
274,1273,233,6/1/2020,97.46,0.1,18.91
275,1274,623,10/16/2021,898.55,0.34,170.93
276,1275,259,7/30/2022,152.08,0.17,40.89
277,1276,959,5/26/2022,154.44,0.41,39.48
278,1277,884,8/10/2021,315.4,0.32,84.73
279,1278,45,5/11/2022,195.43,0.42,29.03
280,1279,6,10/9/2022,187.16,0.24,66.49
281,1280,329,3/16/2020,153.2,0.24,35.71
282,1281,718,8/22/2023,96.92,0.25,29.99
283,1282,350,1/24/2022,275.66,0.52,68.59
284,1283,951,5/3/2020,177.85,0.39,30.68
285,1284,441,9/15/2023,237.11,0.15,111.99
286,1285,737,4/27/2022,365.3,0.38,57.03
287,1286,40,12/25/2022,93.8,0.17,34.17
288,1287,403,1/19/2020,155,0.19,44.53
289,1288,692,5/31/2023,210.39,0.53,56.49
290,1289,73,1/20/2023,603.05,0.22,168.27
291,1290,445,2/18/2021,78.67,0.19,20.33
292,1291,604,10/29/2022,587,0.33,155.39
293,1292,519,3/5/2021,284.51,0.09,111.19
294,1293,343,5/18/2020,393.48,0.61,45.51
295,1294,24,4/8/2023,55.27,0.55,11.37
296,1295,647,4/2/2021,107.66,0.22,19.39
297,1296,742,6/14/2021,135.11,0.02,48.48
298,1297,685,6/7/2022,93.02,0.3,32.33
299,1298,743,10/24/2021,278.05,0.16,47.69
300,1299,669,12/9/2023,541.21,0.18,258.74
301,1300,489,5/3/2020,217.2,0.09,94
302,1301,789,12/29/2020,241.16,0.36,76.9
303,1302,148,9/20/2022,335.19,0.29,139.53
304,1303,769,10/17/2021,71.27,0.24,18.03
305,1304,142,11/8/2022,104.54,0.29,38.9
306,1305,85,5/27/2022,268.89,0.3,64.01
307,1306,201,4/15/2020,110.48,0.43,14.39
308,1307,398,5/24/2021,200.43,0.33,42.45
309,1308,971,7/5/2023,430.61,0.04,229.02
310,1309,986,9/4/2021,637.92,0.24,249.61
311,1310,405,12/5/2021,95.31,0.12,39.5
312,1311,18,2/10/2022,51.22,0.13,18.74
313,1312,347,2/19/2021,134.61,0.26,50.35
314,1313,174,11/10/2023,114.78,0.25,34.75
315,1314,961,5/8/2021,65.6,0.07,31.16
316,1315,327,2/27/2021,317.62,0.53,48.41
317,1316,563,1/11/2023,464.15,0.36,160.18
318,1317,756,3/29/2023,169.68,0.1,58.04
319,1318,576,11/4/2020,264.52,0.16,99.93
320,1319,441,5/15/2021,198.04,0.19,78.08
321,1320,474,9/7/2021,97.38,0.01,39.68
322,1321,446,7/1/2023,124.94,0.34,18.66
323,1322,474,1/6/2022,231.84,0.11,117.2
324,1323,664,10/10/2020,76.74,0.2,31.38
325,1324,571,7/25/2021,66.78,0.47,12.64
326,1325,387,10/19/2021,306.45,0.5,50.63
327,1326,903,7/14/2022,133.62,0.24,31.54
328,1327,324,4/19/2020,296.75,0.39,104.75
329,1328,506,11/25/2021,79.01,0.48,13.37
330,1329,500,6/6/2020,304.86,0.26,72.94
331,1330,301,10/10/2021,86.78,0.38,14.19
332,1331,40,11/21/2021,345.59,0.53,82.28
333,1332,623,8/21/2022,376.13,0.27,81.59
334,1333,411,12/22/2022,144.62,0.45,20.36
335,1334,224,7/30/2023,133.19,0.16,43.58
336,1335,903,9/30/2020,383.02,0.47,78.63
337,1336,972,4/4/2022,206.04,0.42,62.94
338,1337,967,1/28/2021,273.78,0.19,104.05
339,1338,881,1/1/2023,109.7,0.48,28.8
340,1339,820,1/18/2023,128.39,0.27,19.9
341,1340,398,1/16/2020,597.26,0.25,231.72
342,1341,961,8/3/2023,86.73,0.49,21.86
343,1342,621,2/18/2021,334.49,0.09,75.99
344,1343,563,12/6/2020,54.76,0.22,20.51
345,1344,656,7/5/2021,146.65,0.46,31.45
346,1345,9,10/18/2023,357.79,0.12,151.63
347,1346,702,10/24/2020,229.96,0.1,43.05
348,1347,882,8/8/2022,194.18,0.26,49.53
349,1348,987,6/30/2020,50.4,0.3,12.54
350,1349,170,2/12/2022,776.9,0.31,318.06
351,1350,838,8/13/2020,798.13,0.36,264.29
352,1351,848,9/24/2023,271.48,0.4,32.59
353,1352,933,12/11/2022,77.05,0.48,10.49
354,1353,230,10/7/2023,168.01,0.23,29
355,1354,204,3/9/2022,196.96,0.1,96.59
356,1355,23,11/25/2020,177.15,0.07,50.46
357,1356,7,11/10/2023,325.47,0.5,85.2
358,1357,322,11/13/2022,160.63,0.14,81.92
359,1358,830,7/18/2023,333.36,0.25,97.71
360,1359,728,2/12/2022,90.15,0.57,18.93
361,1360,813,4/2/2023,343.85,0.23,142.97
362,1361,216,8/5/2022,669.6,0.45,132.6
363,1362,838,5/28/2021,160.39,0.15,28.81
364,1363,375,9/12/2022,60.67,0.12,18.44
365,1364,350,5/5/2022,300.74,0.58,28.07
366,1365,959,1/3/2021,162.58,0.21,46.51
367,1366,462,3/17/2021,125.9,0.41,20.97
368,1367,526,7/19/2023,92.06,0.52,25.12
369,1368,438,8/19/2022,463.18,0.09,242.84
370,1369,527,2/20/2020,340.68,0.22,74.7
371,1370,651,3/4/2021,692.5,0.52,179.28
372,1371,713,11/2/2023,669.5,0.11,296.41
373,1372,972,2/13/2023,240.3,0.62,48
374,1373,747,12/6/2021,87.14,0.08,23.7
375,1374,655,8/27/2023,95.71,0.09,50
376,1375,300,7/25/2021,221.92,0.63,23.09
377,1376,731,8/19/2022,388.53,0.68,26.38
378,1377,801,2/21/2023,229.24,0.04,131.84
379,1378,846,6/28/2022,121.09,0.18,21.98
380,1379,191,11/24/2023,164.98,0.45,30.87
381,1380,331,1/14/2021,84.7,0.24,18.9
382,1381,133,4/26/2022,163.31,0.14,78.07
383,1382,423,12/14/2022,375.2,0.22,98.39
384,1383,848,7/15/2020,62.11,0.25,19.92
385,1384,481,3/14/2023,94.07,0.36,13.63
386,1385,639,1/22/2021,442.46,0.42,121.9
387,1386,767,9/8/2020,62.94,0.13,13.08
388,1387,614,6/4/2023,330.3,0.24,73.96
389,1388,957,11/13/2020,164.76,0.12,81.85
390,1389,919,1/1/2021,180.5,0.41,21.37
391,1390,346,3/17/2023,183.75,0.19,48.87
392,1391,272,7/28/2021,84.83,0.7,13.58
393,1392,622,7/3/2020,515.08,0.52,75
394,1393,74,12/30/2023,131.78,0.37,17.91
395,1394,253,12/25/2020,275.66,0.36,52.03
396,1395,566,12/8/2023,108.1,0.57,16
397,1396,124,4/1/2021,73.55,0.38,23.18
398,1397,501,10/12/2020,560.15,0.44,139.91
399,1398,704,11/11/2022,362.97,0.31,119.08
400,1399,130,11/28/2023,144.2,0.11,27.83
401,1400,556,1/2/2020,96.25,0.33,14.13
402,1401,216,3/13/2022,64.69,0.33,10.75
403,1402,648,1/14/2021,89.97,0.36,31.73
404,1403,345,12/14/2021,300.78,0.04,63.01
405,1404,772,5/7/2021,66.17,0.18,17.15
406,1405,909,11/4/2023,136.28,0.23,52.79
407,1406,142,4/2/2023,76.62,0.09,17.13
408,1407,1000,5/28/2021,220.06,0.41,53.55
409,1408,808,7/13/2020,394.99,0.18,151.49
410,1409,761,10/24/2022,173.65,0.35,34.4
411,1410,69,1/8/2022,223.91,0.21,79.94
412,1411,656,7/16/2021,77.23,0.22,36.12
413,1412,207,11/30/2021,56.06,0.46,13.32
414,1413,212,1/23/2022,290.57,0.39,86.5
415,1414,418,7/23/2021,62.31,0.62,12.66
416,1415,558,5/11/2020,99.83,0.52,14.02
417,1416,233,1/9/2023,208.13,0.17,103.41
418,1417,968,6/9/2023,110.34,0.46,21.37
419,1418,836,12/2/2020,169.19,0.32,63.37
420,1419,988,10/13/2021,192.09,0.48,47.21
421,1420,935,1/8/2023,221.94,0.08,93.68
422,1421,545,12/21/2022,124.06,0.18,44.07
423,1422,463,5/4/2021,307.63,0.16,60.93
424,1423,245,6/24/2020,195.33,0.29,65.26
425,1424,875,6/19/2021,527.97,0.46,151.33
426,1425,636,1/8/2020,132.82,0.52,27.71
427,1426,355,4/14/2020,114.45,0.33,32.86
428,1427,913,4/20/2021,452.71,0.06,96.75
429,1428,817,12/11/2021,191.01,0.12,81.17
430,1429,429,4/3/2022,188.54,0.16,60.11
431,1430,275,4/5/2021,103.95,0.3,24.3
432,1431,862,2/27/2020,156.93,0.4,31.98
433,1432,883,2/19/2021,493.66,0.08,161.59
434,1433,467,11/20/2020,238.22,0.3,51.12
435,1434,85,10/31/2022,180.23,0.23,68
436,1435,87,11/4/2020,79.78,0.08,39.85
437,1436,295,6/1/2022,649.99,0.45,110.29
438,1437,988,8/30/2022,195.95,0.34,56.41
439,1438,925,1/25/2021,347.79,0.3,93.23
440,1439,69,10/30/2021,600.82,0.35,213.7
441,1440,392,9/29/2023,304.1,0.17,129.65
442,1441,28,9/12/2021,141.27,0.34,18.76
443,1442,306,6/8/2023,287.33,0.21,88.12
444,1443,457,1/19/2020,423.04,0.42,72.84
445,1444,422,9/23/2021,78.75,0.41,22.2
446,1445,927,7/3/2022,179.19,0.52,22.05
447,1446,582,4/1/2023,389.77,0.4,121.68
448,1447,772,1/24/2023,199.28,0.08,70.2
449,1448,258,2/17/2022,410.11,0.55,90.52
450,1449,913,1/7/2022,129.48,0.14,65.58
451,1450,650,6/26/2022,231.83,0.36,85.71
452,1451,87,7/24/2020,139.54,0.21,66.12
453,1452,154,5/23/2022,141.87,0.16,61.32
454,1453,863,10/28/2022,109.28,0.11,27.8
455,1454,133,4/11/2023,284.96,0.18,64.96
456,1455,672,6/13/2022,83.5,0.07,44.15
457,1456,632,9/1/2023,907.66,0.49,260.09
458,1457,784,10/12/2020,102.76,0.24,40.06
459,1458,79,7/8/2020,99.78,0.08,33.07
460,1459,463,2/2/2021,69.29,0.21,18.77
461,1460,270,10/29/2020,59.46,0.55,5.36
462,1461,853,1/20/2022,276.55,0.18,131.89
463,1462,154,5/2/2020,497.66,0.12,194.01
464,1463,401,12/10/2022,322.49,0.04,171.9
465,1464,208,5/5/2022,60.15,0.66,8.88
466,1465,360,12/19/2020,72.81,0.31,16.54
467,1466,651,1/10/2023,303.05,0.23,111.01
468,1467,908,4/15/2022,193.26,0.4,50.86
469,1468,398,1/3/2023,184.7,0.6,23.39
470,1469,927,10/4/2021,330.78,0.33,88.37
471,1470,236,3/1/2022,307.78,0.04,162.22
472,1471,825,8/21/2021,244.13,0.29,96.58
473,1472,342,7/4/2023,64.47,0.39,21.92
474,1473,776,3/6/2021,395.29,0.25,139.75
475,1474,103,9/2/2021,284.62,0.15,103.68
476,1475,937,6/16/2022,176.24,0.55,38.66
477,1476,202,3/2/2022,286.04,0.3,60.82
478,1477,742,4/13/2020,50.45,0.04,15.53
479,1478,964,11/4/2023,868.57,0.58,197.54
480,1479,234,10/24/2023,361.6,0.02,100.74
481,1480,598,12/8/2022,56.98,0.13,13.48
482,1481,345,1/7/2023,83.23,0.19,26.25
483,1482,720,12/24/2020,503.38,0.23,227.45
484,1483,711,3/7/2021,74.95,0.5,21.47
485,1484,833,2/11/2020,165.39,0.12,39.49
486,1485,5,3/26/2023,232.59,0.28,47.91
487,1486,788,12/14/2020,125.35,0.19,21.94
488,1487,559,1/10/2022,130.91,0.31,37.77
489,1488,537,1/19/2023,54.25,0.11,17.97
490,1489,779,6/18/2022,132.37,0.18,54.85
491,1490,643,12/28/2020,161.24,0.24,62.53
492,1491,819,12/2/2022,732.91,0.09,240.42
493,1492,408,5/9/2023,218.15,0.15,106.15
494,1493,614,8/26/2023,97.04,0.32,25.32
495,1494,829,8/3/2023,87.89,0.21,31.37
496,1495,394,8/15/2021,604,0.1,253.37
497,1496,488,3/20/2022,526.36,0.09,123.55
498,1497,368,8/14/2022,484.96,0.17,229.53
499,1498,104,9/22/2023,128.92,0.19,62.22
500,1499,307,3/13/2021,299.32,0.14,92.42
501,1500,773,3/15/2022,282.66,0.23,90.5
502,1501,86,3/4/2021,98,0.3,24.77
503,1502,48,6/8/2020,101.9,0.04,53.81
504,1503,291,3/23/2022,226.72,0.54,29.72
505,1504,339,2/18/2021,80.54,0.33,16
506,1505,475,5/14/2021,817.33,0.3,295.75
507,1506,948,2/3/2020,159.13,0.17,41.57
508,1507,795,2/8/2023,86.29,0.1,18.95
509,1508,612,8/24/2021,247.95,0.43,68.04
510,1509,100,3/4/2022,64.52,0.25,20.94
511,1510,867,3/26/2020,87.05,0.28,31.88
512,1511,660,7/30/2020,98.56,0.17,26.02
513,1512,752,8/18/2022,168.34,0.33,63.68
514,1513,674,11/18/2020,52.25,0.29,9.79
515,1514,645,3/18/2022,81.53,0.18,39.89
516,1515,886,11/7/2020,393.81,0.23,150.48
517,1516,967,11/18/2022,567.09,0.38,180.57
518,1517,432,1/30/2020,903.84,0.42,178.07
519,1518,115,4/27/2021,234.16,0.44,58.02
520,1519,974,2/28/2021,439.75,0.4,53.9
521,1520,890,12/6/2023,83.93,0.2,16.85
522,1521,496,4/9/2022,53.43,0.07,28.29
523,1522,302,9/30/2021,131.93,0.25,21.17
524,1523,904,5/31/2023,73.87,0.62,16.49
525,1524,357,4/10/2020,573.07,0.46,100.36
526,1525,265,11/21/2022,330.5,0.09,90.76
527,1526,41,8/4/2021,266.38,0.21,96.75
528,1527,378,9/29/2023,68.76,0.47,21.11
529,1528,602,10/20/2022,1177.27,0.05,472.72
530,1529,636,7/30/2021,59.8,0.43,17.95
531,1530,270,3/15/2023,551.53,0.58,79.18
532,1531,726,6/14/2020,122.4,0.7,8.25
533,1532,533,7/17/2023,68.1,0.24,12.95
534,1533,753,7/3/2020,352.47,0.14,101.92
535,1534,740,6/6/2022,102.48,0.21,41.23
536,1535,720,5/5/2021,147.65,0.43,47.04
